iter	Passed	Remaining
1433	5216	2059
1434	5220	2055
1435	5223	2051
1436	5226	2047
1437	5230	2044
1438	5234	2040
1439	5237	2036
1440	5241	2033
1441	5244	2029
1442	5248	2025
1443	5251	2022
1444	5255	2018
1445	5258	2014
1446	5262	2011
1447	5266	2007
1448	5269	2003
1449	5272	1999
1450	5276	1996
1451	5280	1992
1452	5283	1989
1453	5287	1985
1454	5290	1981
1455	5294	1978
1456	5298	1974
1457	5301	1970
1458	5305	1967
1459	5308	1963
1460	5312	1959
1461	5316	1956
1462	5319	1952
1463	5322	1948
1464	5326	1945
1465	5329	1941
1466	5332	1937
1467	5336	1934
1468	5340	1930
1469	5344	1926
1470	5348	1923
1471	5352	1919
1472	5355	1916
1473	5359	1912
1474	5362	1908
1475	5366	1905
1476	5369	1901
1477	5373	1897
1478	5376	1894
1479	5380	1890
1480	5384	1886
1481	5387	1883
1482	5391	1879
1483	5394	1875
1484	5397	1871
1485	5401	1868
1486	5405	1864
1487	5409	1861
1488	5412	1857
1489	5416	1853
1490	5419	1850
1491	5423	1846
1492	5426	1842
1493	5429	1839
1494	5433	1835
1495	5437	1831
1496	5441	1828
1497	5445	1824
1498	5448	1821
1499	5452	1817
1500	5455	1813
1501	5459	1810
1502	5463	1806
1503	5466	1802
1504	5470	1799
1505	5474	1795
1506	5477	1791
1507	5481	1788
1508	5484	1784
1509	5487	1780
1510	5491	1777
1511	5494	1773
1512	5498	1769
1513	5501	1766
1514	5505	1762
1515	5509	1758
1516	5512	1755
1517	5515	1751
1518	5519	1747
1519	5523	1744
1520	5526	1740
1521	5529	1736
1522	5533	1733
1523	5537	1729
1524	5540	1725
1525	5544	1722
1526	5547	1718
1527	5551	1714
1528	5555	1711
1529	5558	1707
1530	5562	1703
1531	5565	1700
1532	5568	1696
1533	5572	1692
1534	5576	1689
1535	5579	1685
1536	5583	1681
1537	5586	1678
1538	5589	1674
1539	5593	1670
1540	5597	1667
1541	5601	1663
1542	5604	1660
1543	5608	1656
1544	5611	1652
1545	5615	1648
1546	5618	1645
1547	5621	1641
1548	5625	1637
1549	5629	1634
1550	5632	1630
1551	5636	1627
1552	5640	1623
1553	5643	1619
1554	5646	1616
1555	5650	1612
1556	5653	1608
1557	5657	1605
1558	5660	1601
1559	5664	1597
1560	5668	1594
1561	5672	1590
1562	5676	1586
1563	5679	1583
1564	5683	1579
1565	5687	1576
1566	5690	1572
1567	5694	1568
1568	5697	1565
1569	5701	1561
1570	5704	1557
1571	5708	1554
1572	5711	1550
1573	5715	1546
1574	5718	1543
1575	5722	1539
1576	5726	1535
1577	5729	1532
1578	5733	1528
1579	5736	1524
1580	5740	1521
1581	5743	1517
1582	5747	1513
1583	5750	1510
1584	5754	1506
1585	5757	1502
1586	5761	1499
1587	5764	1495
1588	5768	1492
1589	5771	1488
1590	5775	1484
1591	5778	1481
1592	5782	1477
1593	5785	1473
1594	5789	1470
1595	5793	1466
1596	5796	1462
1597	5801	1459
1598	5805	1455
1599	5808	1452
1600	5812	1448
1601	5815	1444
1602	5818	1441
1603	5822	1437
1604	5826	1433
1605	5829	1430
1606	5833	1426
1607	5837	1422
1608	5840	1419
1609	5843	1415
1610	5847	1411
1611	5850	1408
1612	5854	1404
1613	5858	1401
1614	5861	1397
1615	5865	1393
1616	5868	1390
1617	5872	1386
1618	5875	1382
1619	5894	1382
1620	5898	1379
1621	5902	1375
1622	5905	1371
1623	5909	1368
1624	5912	1364
1625	5915	1360
1626	5919	1357
1627	5923	1353
1628	5927	1349
1629	5930	1346
1630	5934	1342
1631	5937	1338
1632	5941	1335
1633	5944	1331
1634	5947	1327
1635	5951	1324
1636	5955	1320
1637	5958	1316
1638	5962	1313
1639	5965	1309
1640	5969	1305
1641	5972	1302
1642	5976	1298
1643	5979	1294
1644	5983	1291
1645	5986	1287
1646	5992	1284
1647	5996	1280
1648	5999	1277
1649	6003	1273
1650	6006	1269
1651	6010	1266
1652	6013	1262
1653	6017	1258
1654	6021	1255
1655	6024	1251
1656	6028	1247
1657	6031	1244
1658	6035	1240
1659	6039	1236
1660	6042	1233
1661	6045	1229
1662	6049	1225
1663	6053	1222
1664	6057	1218
1665	6060	1215
1666	6064	1211
1667	6068	1207
1668	6071	1204
